FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727d,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.229765,6.143597
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727d,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.229765,6.143597
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727c,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.237325,6.165551
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727c,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.237325,6.165551
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727b,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,Non renseigne,1.27838,6.173265
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727a,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.230293,6.147107
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-727a,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.230293,6.147107
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7279,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.278605,6.173292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7279,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.278605,6.173292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7278,Plateaux,Anié,Anié 1,Anié,Nsp,Non renseigne,1.20006,7.766918
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7277,Maritime,Golfe,Golfe 2,Bè-Centre,Moov,Moov,1.235846,6.150318
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7276,Maritime,Vo,Vo 1,Vogan,Moov,Moov,1.524295,6.287585
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7275,Maritime,Golfe,Golfe 4,Amoutivé,Moov,Moov,1.231812,6.147523
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7274,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.235408,6.165328
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7274,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.235408,6.165328
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7273,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.238353,6.151828
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7273,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.238353,6.151828
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7272,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.243375,6.150946
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7272,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.243375,6.150946
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7271,Maritime,Golfe,Golfe 2,Bè-Centre,Moov,Moov,1.241723,6.151114
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7270,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.23716,6.159622
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7270,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.23716,6.159622
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726f,Savanes,Oti,Oti 2,Galangashie,Togocom,Togocom,0.352595,10.503373
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726e,Savanes,Oti,Oti 2,Nagbéni,Nsp,Non renseigne,0.571649,10.670918
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.276936,6.170345
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.276936,6.170345
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726c,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.238037,6.151555
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726c,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.238037,6.151555
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.278603,6.173254
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.278603,6.173254
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.244875,6.152389
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-726a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.244875,6.152389
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7269,Plateaux,Wawa,Wawa 1,Kpété-Béna,Togocom,Togocom,0.598671,7.460344
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7268,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.236707,6.158497
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7268,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.236707,6.158497
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7267,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.236033,6.158306
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7267,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.236033,6.158306
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7266,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.236044,6.15996
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7266,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.236044,6.15996
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7265,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.235323,6.158122
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7265,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.235323,6.158122
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7264,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.235276,6.160077
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7264,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.235276,6.160077
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7263,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.606965,7.584915
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7263,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.606965,7.584915
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7262,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275324,6.170148
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7262,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275324,6.170148
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7261,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Moov,1.235982,6.160169
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7261,Maritime,Golfe,Golfe 2,Bè-Centre,"Moov, Togocom",Togocom,1.235982,6.160169
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7260,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.23968,6.216178
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7260,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.23968,6.216178
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725f,Maritime,Golfe,Golfe 2,Bè-Centre,Moov,Moov,1.234638,6.160907
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725e,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.60779,7.584967
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725e,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.60779,7.584967
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725d,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.27687,6.172349
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.299962,6.172485
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.299962,6.172485
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275812,6.172562
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275812,6.172562
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275494,6.172603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-725a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275494,6.172603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7259,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.228644,6.140237
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7259,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.228644,6.140237
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7258,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.228422,6.13901
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7257,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.228062,6.138062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7257,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.228062,6.138062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7256,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.608847,7.585652
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7256,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.608847,7.585652
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7255,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.227488,6.137063
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7255,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.227488,6.137063
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7254,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.22795,6.137015
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7253,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.226542,6.137617
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7253,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.226542,6.137617
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7252,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Moov,0.60392,7.510451
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7252,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Togocom,0.60392,7.510451
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7251,Maritime,Golfe,Golfe 6,Baguida,Togocom,Togocom,1.304147,6.17784
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7250,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.229051,6.143353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7250,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.229051,6.143353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724f,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.609308,7.590331
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724f,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.609308,7.590331
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.276203,6.173411
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.276203,6.173411
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724d,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Moov,0.997162,6.919182
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724d,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Togocom,0.997162,6.919182
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275947,6.175963
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275947,6.175963
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724b,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.21897,6.136757
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724b,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.21897,6.136757
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-724a,Maritime,Zio,Zio 1,Tsévié,Togocom,Togocom,1.206952,6.438939
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7249,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.275235,6.17513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7248,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Moov,0.965627,6.909307
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7248,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Togocom,0.965627,6.909307
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7247,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275272,6.175207
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7247,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275272,6.175207
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7246,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.218334,6.139013
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7245,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Moov,0.605248,7.58713
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7245,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",Togocom,0.605248,7.58713
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7244,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Moov,0.543923,7.508901
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7244,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Togocom,0.543923,7.508901
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7243,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.219571,6.139795
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7243,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.219571,6.139795
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7242,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Moov,1.224861,6.14246
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7242,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Togocom,1.224861,6.14246
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7241,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Moov,1.226347,6.143072
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7241,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Togocom,1.226347,6.143072
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7240,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Moov,0.534732,7.504845
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7240,Plateaux,Wawa,Wawa 1,Tomégbé,"Moov, Togocom",Togocom,0.534732,7.504845
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723f,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.228767,6.143777
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723e,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.229136,6.143878
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723e,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.229136,6.143878
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275178,6.174724
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275178,6.174724
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723c,Plateaux,Wawa,Wawa 1,Tomégbé,Nsp,Non renseigne,0.53371,7.504552
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.275425,6.174505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.275425,6.174505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723a,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Moov,0.94322,6.908855
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-723a,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Togocom,0.94322,6.908855
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7239,Plateaux,Ogou,Ogou 2,Katoré,"Moov, Togocom",Moov,1.266249,7.433164
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7239,Plateaux,Ogou,Ogou 2,Katoré,"Moov, Togocom",Togocom,1.266249,7.433164
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7238,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.308038,6.169858
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7238,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.308038,6.169858
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7237,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.27493,6.173621
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7236,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Moov,1.308097,6.167555
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7236,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",Togocom,1.308097,6.167555
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7235,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.534583,7.46932
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7235,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.534583,7.46932
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7234,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.546086,7.423286
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7234,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.546086,7.423286
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7233,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Moov,1.051555,6.91778
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7233,Plateaux,Haho,Haho 1,Hahomégbé,"Moov, Togocom",Togocom,1.051555,6.91778
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7232,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.545697,7.421726
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7232,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.545697,7.421726
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7231,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.545991,7.422613
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7231,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.545991,7.422613
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7230,Savanes,Oti,Oti 2,Nagbéni,Nsp,Non renseigne,0.572177,10.670651
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722f,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.546274,7.42259
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722f,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.546274,7.42259
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722e,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.546156,7.422642
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722e,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.546156,7.422642
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.24524,6.212269
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.24524,6.212269
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.271908,6.173563
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.271908,6.173563
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722b,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.546029,7.422757
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722b,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.546029,7.422757
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-722a,Plateaux,Wawa,Wawa 1,Kpété-Béna,Nsp,Non renseigne,0.546019,7.423015
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7229,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,Non renseigne,1.244989,6.212516
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7228,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Moov,0.573092,7.45391
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7228,Plateaux,Wawa,Wawa 1,Kpété-Béna,"Moov, Togocom",Togocom,0.573092,7.45391
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7227,Maritime,Avé,Avé 1,Kévé,Nsp,Non renseigne,0.98031,6.446595
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7226,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.272827,6.166658
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7226,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.272827,6.166658
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7225,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.218065,6.140312
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7225,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.218065,6.140312
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7224,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.219863,6.143874
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7224,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.219863,6.143874
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7223,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.220006,6.143483
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7223,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.220006,6.143483
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7222,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.216396,6.145007
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7221,Maritime,Golfe,Golfe 4,Amoutivé,Moov,Moov,1.217111,6.1453
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7220,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Moov,1.220364,6.143539
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-7220,Maritime,Golfe,Golfe 3,Bè-Ouest,"Moov, Togocom",Togocom,1.220364,6.143539
