lon,lat,dist_km,dist_moov_km,dist_togocom_km
0.8407,9.091,11.5,16.4,11.5
0.8589,9.0911,11.1,18.3,11.1
0.8771,9.0912,10.7,17.8,11.1
0.8953,9.0914,10.6,15.8,11.4
0.9135,9.0915,11.0,13.9,12.0
0.9317,9.0916,10.4,11.9,11.9
1.4956,9.0943,5.3,10.0,5.3
1.5138,9.0944,3.9,11.8,3.9
1.532,9.0945,3.2,13.6,3.2
1.5502,9.0945,3.6,15.1,3.6
1.5684,9.0946,4.9,15.7,4.9
1.5866,9.0947,6.5,16.6,6.5
1.6048,9.0948,8.3,17.6,8.3
0.4769,9.1068,10.8,10.8,10.8
0.7861,9.1088,7.2,11.0,7.3
0.8043,9.1089,8.5,12.9,8.5
0.8224,9.109,10.0,14.8,10.0
0.8406,9.1091,9.6,16.1,9.6
0.8588,9.1092,9.1,17.2,9.1
0.877,9.1093,8.7,17.7,9.1
0.8952,9.1094,8.6,15.7,9.5
0.9134,9.1095,9.0,13.7,10.2
0.9316,9.1096,8.6,11.7,11.3
1.4955,9.1124,3.6,11.2,3.6
1.5137,9.1125,2.5,12.8,2.5
1.5319,9.1126,1.2,14.5,1.2
1.5501,9.1126,2.1,16.3,2.1
1.5683,9.1127,3.9,17.6,3.9
1.5865,9.1128,5.8,18.4,5.8
0.4768,9.1248,10.8,10.8,10.8
0.7678,9.1267,4.5,10.3,4.6
0.786,9.1269,5.7,11.9,5.7
0.8041,9.127,7.3,12.6,7.3
0.8223,9.1271,8.8,13.4,8.8
0.8405,9.1272,7.8,14.4,7.8
0.8587,9.1273,7.2,15.6,7.2
0.8769,9.1274,6.7,17.0,7.1
0.8951,9.1275,6.6,15.8,7.6
0.9133,9.1276,7.2,13.8,8.5
0.9315,9.1277,7.1,11.8,9.7
1.3681,9.1299,4.4,10.5,4.4
1.4591,9.1303,5.8,10.2,5.8
1.4773,9.1304,3.9,11.2,3.9
1.4955,9.1305,2.1,12.5,2.1
1.5137,9.1306,1.2,14.0,1.2
1.5319,9.1306,0.9,15.6,0.9
1.5501,9.1307,1.9,17.2,1.9
1.5683,9.1308,3.8,19.0,3.8
0.4767,9.1429,11.1,11.1,11.1
0.7495,9.1447,1.8,10.1,2.1
0.7858,9.1449,4.5,10.1,4.5
0.804,9.145,6.3,10.7,6.3
0.8222,9.1452,7.3,11.6,7.3
0.8404,9.1453,6.0,12.8,6.0
0.8586,9.1454,5.2,14.1,5.2
0.8768,9.1455,4.7,15.6,5.1
0.895,9.1456,4.7,16.1,5.7
0.9132,9.1457,5.4,14.2,6.9
0.9314,9.1458,5.7,12.3,8.4
0.9496,9.1459,4.2,10.4,10.1
1.3316,9.1479,2.9,10.4,2.9
1.3498,9.1479,3.9,11.3,3.9
1.368,9.148,5.4,12.2,5.4
1.3862,9.1481,5.6,11.5,5.6
1.4044,9.1482,4.8,11.1,4.8
1.4226,9.1483,4.8,11.0,4.8
1.4408,9.1483,5.5,11.3,5.5
1.459,9.1484,5.8,12.0,5.8
1.4772,9.1485,3.8,12.9,3.8
1.4954,9.1486,1.9,14.0,1.9
1.5136,9.1487,0.8,15.3,0.9
1.5318,9.1487,2.3,16.8,2.4
1.55,9.1488,3.3,18.3,3.3
1.5682,9.1489,4.7,20.0,4.7
0.6766,9.1623,7.7,10.1,8.0
0.6948,9.1624,5.7,10.1,6.0
0.8403,9.1633,4.5,11.3,4.5
0.8585,9.1635,3.3,12.8,3.3
0.8767,9.1636,2.9,14.2,3.1
0.8949,9.1637,2.7,15.5,4.1
0.9131,9.1638,3.8,14.9,5.6
0.9313,9.1639,4.9,13.0,7.4
0.9495,9.164,3.0,11.3,9.2
1.3133,9.1659,4.9,10.7,4.9
1.3315,9.1659,4.9,12.2,4.9
1.3497,9.166,5.6,13.1,5.6
1.3679,9.1661,5.8,14.1,5.8
1.3861,9.1662,4.1,13.4,4.1
1.4043,9.1663,2.9,13.1,2.9
1.4225,9.1664,2.9,13.0,2.9
1.4407,9.1664,4.0,13.3,4.0
1.4589,9.1665,5.6,13.8,5.6
1.4771,9.1666,4.7,14.6,4.7
1.4953,9.1667,3.3,15.6,3.4
1.5135,9.1667,2.7,16.8,2.9
1.5317,9.1668,3.5,18.2,3.7
1.5499,9.1669,5.0,19.6,5.1
0.8402,9.1814,3.1,10.0,3.1
0.8584,9.1815,1.6,11.4,1.6
0.8766,9.1816,1.3,12.7,1.3
0.8948,9.1817,1.0,14.2,2.9
0.913,9.1818,2.9,15.7,4.8
0.9312,9.182,4.8,14.0,6.8
0.9494,9.1821,2.8,12.4,8.8
0.9675,9.1822,1.1,10.9,10.8
1.3315,9.184,6.8,11.0,6.8
1.3497,9.1841,7.1,12.8,7.1
1.3679,9.1842,5.1,14.6,5.1
1.3861,9.1843,3.2,15.4,3.2
1.4043,9.1844,1.3,15.1,1.3
1.4225,9.1844,1.2,15.0,1.2
1.4406,9.1845,3.0,15.3,3.0
1.4588,9.1846,5.0,15.7,5.0
1.477,9.1847,6.1,16.4,6.1
1.4952,9.1847,5.0,17.3,5.2
1.5134,9.1848,4.7,18.4,4.9
1.5316,9.1849,5.2,19.7,5.4
0.8765,9.1997,1.2,11.4,1.2
0.8947,9.1998,1.6,13.0,2.9
0.9129,9.1999,3.1,14.8,4.8
0.9311,9.2,5.0,15.2,6.8
0.9492,9.2001,3.9,13.8,8.8
0.9674,9.2002,2.9,12.5,10.8
0.9856,9.2003,3.0,11.3,11.3
1.0038,9.2004,4.3,10.5,10.5
1.0584,9.2007,9.7,10.1,10.1
1.0766,9.2008,9.7,10.6,9.7
1.3314,9.2021,8.8,10.1,8.8
1.3496,9.2022,7.2,12.0,7.2
1.3678,9.2023,5.2,13.9,5.2
1.386,9.2024,3.3,15.9,3.3
1.4042,9.2024,1.4,17.1,1.4
1.4224,9.2025,0.7,17.0,0.7
1.4406,9.2026,2.7,17.2,2.7
1.4588,9.2027,4.7,17.7,4.7
1.477,9.2028,6.7,18.3,6.7
1.4952,9.2028,7.0,19.1,7.1
1.5134,9.2029,6.7,20.1,6.9
0.8764,9.2178,2.7,10.3,2.7
0.8946,9.2179,3.5,12.1,4.0
0.9128,9.218,4.4,13.9,5.6
0.9309,9.2181,5.9,15.8,7.3
0.9491,9.2182,5.5,15.3,9.2
0.9673,9.2183,4.8,14.1,11.0
0.9855,9.2184,4.9,13.1,12.4
1.0037,9.2185,5.8,12.4,12.4
1.0219,9.2186,7.1,11.9,11.9
1.0401,9.2187,8.7,11.8,11.8
1.0583,9.2188,10.4,11.5,11.4
1.0765,9.2189,10.1,11.3,10.1
1.0947,9.219,8.3,10.5,8.3
1.3495,9.2203,7.6,11.5,7.6
1.3677,9.2204,5.6,13.5,5.6
1.3859,9.2204,3.8,15.5,3.8
1.4041,9.2205,2.2,16.0,2.2
1.4223,9.2206,1.9,16.8,1.9
1.4405,9.2207,3.2,17.7,3.2
1.4587,9.2208,5.0,18.8,5.0
1.4769,9.2208,6.9,20.0,6.9
1.4951,9.2209,8.8,20.9,8.8
0.8945,9.236,5.5,11.4,5.5
0.9126,9.2361,6.1,13.4,6.3
0.9308,9.2362,7.0,15.3,7.0
0.949,9.2363,7.3,15.3,8.2
0.9672,9.2364,6.8,13.8,9.6
0.9854,9.2365,6.9,12.4,11.1
1.0036,9.2366,7.5,11.3,11.3
1.0218,9.2367,8.6,10.4,10.4
1.3494,9.2384,8.3,11.4,8.3
1.3676,9.2384,6.5,13.1,6.5
1.3858,9.2385,5.1,13.5,5.1
1.404,9.2386,4.0,14.1,4.0
1.4222,9.2387,3.9,15.0,3.9
1.4404,9.2388,4.6,16.0,4.6
1.4586,9.2388,6.0,17.2,6.0
1.4768,9.2389,7.7,18.6,7.7
0.5123,9.2516,8.1,10.2,10.3
0.8943,9.2541,4.2,11.1,4.2
0.9125,9.2542,4.3,13.1,4.3
0.9307,9.2543,5.3,15.1,5.3
0.9489,9.2544,6.4,14.1,6.8
0.9671,9.2545,7.3,12.4,8.2
0.9853,9.2546,8.6,10.9,9.9
1.3493,9.2564,9.3,11.0,9.3
1.3675,9.2565,7.9,11.1,7.9
1.3857,9.2566,6.7,11.6,6.7
1.4039,9.2567,5.9,12.3,5.9
1.4221,9.2568,5.8,13.2,5.8
1.4403,9.2568,6.4,14.4,6.4
1.4585,9.2569,7.4,15.7,7.4
0.8942,9.2721,2.2,11.1,2.2
0.9124,9.2722,2.5,13.1,2.5
0.9306,9.2723,3.9,14.9,3.9
0.9488,9.2724,4.6,13.1,5.5
0.967,9.2726,5.8,11.3,7.2
1.4038,9.2748,7.9,10.5,7.9
1.422,9.2748,7.8,11.6,7.8
1.4403,9.2749,8.2,12.9,8.2
0.8941,9.2902,0.6,11.5,0.6
0.9123,9.2903,1.1,13.4,1.1
0.9305,9.2904,2.1,14.3,2.8
0.9487,9.2905,3.0,12.3,4.7
0.9669,9.2906,4.6,10.4,6.7
1.422,9.2929,9.8,10.1,9.8
0.8758,9.3082,2.2,10.4,3.2
0.894,9.3083,1.6,12.1,1.8
0.9122,9.3084,1.2,14.0,1.2
0.9304,9.3085,0.2,13.9,2.8
0.9486,9.3086,2.2,11.9,4.7
0.8757,9.3263,4.2,11.4,4.6
0.8939,9.3264,3.3,13.1,3.4
0.9121,9.3265,2.7,14.8,3.1
0.9303,9.3266,1.9,13.8,4.0
0.9485,9.3267,2.9,11.8,5.5
0.8574,9.3442,6.6,10.8,7.4
0.8756,9.3443,6.0,12.3,6.1
0.8938,9.3444,5.2,13.2,5.2
0.912,9.3445,4.4,14.4,5.1
0.9302,9.3447,3.9,13.9,5.7
0.9484,9.3448,4.5,12.0,6.8
0.9666,9.3449,5.7,10.0,8.3
0.8755,9.3624,7.7,10.5,7.8
0.8937,9.3625,7.1,11.6,7.2
0.9119,9.3626,6.2,12.9,7.1
0.9301,9.3627,5.9,13.3,7.5
0.9483,9.3628,6.3,12.5,8.4
0.9665,9.3629,7.3,10.6,9.7
0.8936,9.3806,8.8,10.1,9.2
0.9118,9.3807,8.2,11.5,9.1
0.93,9.3808,7.9,11.3,9.4
0.9482,9.3809,8.2,11.2,10.1
0.9664,9.381,9.0,11.5,11.2
0.2562,9.4304,9.9,17.8,9.9
0.2744,9.4306,8.7,16.4,8.7
0.2379,9.4484,10.2,18.1,10.2
0.2561,9.4485,8.6,16.5,8.6
0.2743,9.4486,7.1,15.0,7.1
0.2925,9.4488,5.9,13.6,5.9
0.3107,9.4489,5.3,12.4,5.3
0.3288,9.4491,5.4,11.4,5.4
0.5109,9.4504,7.0,10.2,7.1
0.2377,9.4664,9.3,17.0,9.3
0.2559,9.4666,7.5,15.3,7.5
0.2741,9.4667,5.8,13.7,5.8
0.2923,9.4669,4.3,12.2,4.3
0.3105,9.467,3.3,10.8,3.3
0.5107,9.4685,5.0,10.6,5.1
0.2922,9.4849,3.0,10.9,3.0
0.4742,9.4863,4.3,12.8,4.4
0.4924,9.4864,3.1,11.0,3.3
0.4559,9.5042,5.2,10.2,5.3
0.4741,9.5044,3.3,12.0,3.4
0.4923,9.5045,1.5,10.2,1.6
0.2373,9.5206,9.2,15.0,9.2
0.2555,9.5208,7.3,13.0,7.3
0.2737,9.5209,5.5,11.1,5.5
0.4739,9.5224,3.3,11.0,3.4
0.2371,9.5387,10.0,14.8,10.0
0.2553,9.5389,8.3,12.8,8.3
0.2735,9.539,6.8,10.8,6.8
0.237,9.5568,11.1,14.9,11.1
0.2552,9.5569,9.6,12.9,9.6
0.2734,9.5571,8.3,10.9,8.3
0.4919,9.5587,5.1,10.1,5.1
0.8742,9.5793,3.7,10.1,3.7
0.5098,9.595,9.0,10.2,9.0
0.874,9.5974,5.7,10.2,5.7
0.5097,9.6131,11.0,11.4,11.0
0.5279,9.6132,10.4,10.4,10.4
0.4913,9.631,10.0,10.0,10.0
0.5095,9.6311,11.7,11.8,11.8
0.5278,9.6313,10.1,10.3,10.2
0.4912,9.6491,10.9,11.0,10.9
0.5094,9.6492,10.7,10.8,10.7
0.4729,9.667,10.3,10.3,10.3
0.3634,9.6843,10.8,10.8,10.8
0.3816,9.6844,10.1,10.1,10.1
0.4363,9.6848,10.3,10.3,10.3
0.3451,9.7022,13.5,13.5,13.5
0.3633,9.7023,12.6,12.7,12.6
0.3815,9.7025,11.8,12.1,11.8
0.3997,9.7026,10.5,11.5,10.5
0.4179,9.7027,9.4,10.3,9.4
0.3267,9.7201,15.7,16.3,15.7
0.3449,9.7203,13.9,14.9,13.9
0.3632,9.7204,12.2,13.2,12.2
0.3814,9.7205,10.5,11.5,10.5
0.3266,9.7382,15.0,16.0,15.0
0.3448,9.7383,13.1,14.1,13.1
0.363,9.7385,11.3,12.3,11.3
0.3812,9.7386,9.4,10.5,9.4
0.3264,9.7563,14.6,15.5,14.6
0.3447,9.7564,12.6,13.6,12.6
0.3629,9.7565,10.6,11.6,10.6
0.3445,9.7745,12.4,13.3,12.4
0.3627,9.7746,10.4,11.3,10.4
0.3444,9.7925,10.9,13.3,10.9
0.3626,9.7927,10.0,11.3,10.0
0.3442,9.8106,9.3,13.6,9.3
0.3624,9.8107,8.2,11.7,8.2
0.3623,9.8288,6.5,11.3,6.5
0.3805,9.829,5.6,10.6,5.6
1.255,9.9069,10.1,10.1,10.1
1.2184,9.9248,10.3,10.3,10.3
1.2367,9.9249,10.9,10.9,10.9
1.2549,9.925,10.5,10.5,10.5
1.2001,9.9428,10.7,11.0,11.0
1.2183,9.9429,12.3,12.3,12.3
1.2366,9.943,12.8,12.8,12.8
1.2548,9.9431,11.2,11.2,11.2
1.1818,9.9608,10.7,11.0,11.0
1.2,9.9609,12.0,12.3,12.3
1.2182,9.961,13.5,13.8,13.8
1.2365,9.9611,13.9,13.9,13.9
1.2547,9.9612,12.2,12.2,12.2
1.2729,9.9613,10.6,10.6,10.6
1.1634,9.9788,10.0,11.7,11.0
1.1817,9.9789,11.7,12.7,12.7
1.1999,9.979,13.5,13.8,13.8
1.2181,9.9791,14.8,15.1,15.1
1.2364,9.9792,15.0,15.0,15.0
1.2546,9.9793,13.4,13.4,13.4
1.2728,9.9793,12.0,12.0,12.0
1.2911,9.9794,10.7,10.7,10.7
1.1451,9.9967,9.8,10.5,10.1
1.1633,9.9968,11.2,12.4,11.8
1.1816,9.9969,12.7,13.4,13.4
1.1998,9.997,14.4,14.4,14.4
1.218,9.9971,15.6,15.6,15.6
1.2363,9.9972,16.2,16.2,16.2
1.2545,9.9973,14.8,14.8,14.8
1.2728,9.9974,13.5,13.5,13.5
1.291,9.9975,12.4,12.4,12.4
1.3092,9.9976,11.6,11.6,11.6
1.3275,9.9977,11.0,11.0,11.0
1.3457,9.9978,10.8,10.8,10.8
1.364,9.9979,10.9,10.9,10.9
1.145,10.0148,10.1,10.1,10.1
1.1632,10.0149,10.7,10.7,10.7
1.1815,10.015,11.6,11.6,11.6
1.1997,10.0151,12.8,12.8,12.8
1.2179,10.0152,14.2,14.2,14.2
1.2362,10.0153,15.7,15.7,15.7
1.2544,10.0154,16.3,16.3,16.3
1.2727,10.0155,15.2,15.2,15.2
1.2909,10.0156,14.2,14.2,14.2
1.3091,10.0157,13.4,13.4,13.4
1.3274,10.0158,13.0,13.0,13.0
1.3456,10.0159,12.8,12.8,12.8
0.4883,10.0286,4.2,10.3,4.2
1.1996,10.0332,11.4,11.4,11.4
1.2178,10.0333,12.9,12.9,12.9
1.2361,10.0334,14.5,14.5,14.5
1.2543,10.0335,16.2,16.2,16.2
1.2726,10.0336,16.9,16.9,16.9
1.2908,10.0337,16.0,16.0,16.0
1.309,10.0338,15.4,15.4,15.4
0.4882,10.0467,3.8,11.4,3.8
0.5064,10.0468,5.8,11.2,5.8
0.5247,10.0469,7.8,10.0,7.8
1.1995,10.0513,10.1,10.1,10.1
1.2177,10.0514,11.8,11.8,11.8
1.236,10.0515,13.6,13.6,13.6
1.2542,10.0516,15.4,15.4,15.4
1.2725,10.0517,17.3,17.3,17.3
1.2907,10.0518,17.9,17.9,17.9
0.4698,10.0646,2.8,11.3,2.8
0.4881,10.0647,4.4,12.7,4.4
0.5063,10.0649,6.2,11.7,6.2
0.5245,10.065,8.1,10.1,8.1
0.8893,10.0675,10.0,10.0,10.0
1.2176,10.0695,10.9,10.9,10.9
1.2359,10.0696,12.8,12.8,12.8
1.2541,10.0697,14.8,14.8,14.8
0.3603,10.0818,11.0,11.0,11.0
0.3785,10.0819,9.2,10.4,9.2
0.3967,10.0821,7.5,10.1,7.5
0.415,10.0822,5.9,10.3,5.9
0.4332,10.0824,4.7,10.8,4.7
0.4514,10.0825,4.2,11.7,4.2
0.4697,10.0827,4.5,12.0,4.5
0.4879,10.0828,5.6,12.5,5.6
0.5061,10.0829,7.1,10.7,7.1
0.8709,10.0855,10.0,10.2,10.0
0.8892,10.0856,11.1,11.1,11.1
1.2175,10.0875,10.4,10.4,10.4
0.4695,10.1007,6.4,10.0,6.4
0.4878,10.1009,7.2,10.7,7.2
0.506,10.101,8.5,10.0,8.5
0.8526,10.1034,8.7,10.6,8.7
0.8708,10.1036,10.6,11.7,10.6
0.889,10.1037,10.4,12.5,10.4
0.9073,10.1038,9.6,11.2,9.6
0.9255,10.1039,9.2,10.1,9.2
0.5241,10.1192,7.7,7.7,11.0
0.8707,10.1216,10.0,10.5,10.0
0.8889,10.1218,8.7,12.0,8.7
0.9072,10.1219,7.8,12.2,7.8
0.9254,10.122,7.2,11.9,7.2
0.9437,10.1221,7.1,11.3,7.1
0.9619,10.1222,7.2,11.0,7.2
0.9801,10.1223,7.8,11.1,7.8
0.8888,10.1398,7.2,10.5,7.2
0.9071,10.14,6.0,10.2,6.0
0.9253,10.1401,5.3,10.3,5.3
0.9435,10.1402,5.2,10.7,5.2
0.9618,10.1403,5.2,11.5,5.2
0.98,10.1404,6.0,11.1,6.0
0.5421,10.1555,6.6,6.6,10.4
0.9799,10.1585,4.5,11.0,4.5
0.5419,10.1736,6.9,6.9,10.2
0.9981,10.1767,5.3,10.0,5.3
0.9979,10.1948,5.3,10.2,5.3
0.3401,10.3166,10.4,10.4,10.4
0.3399,10.3346,12.0,12.0,12.0
0.3582,10.3348,10.6,11.0,10.6
0.3215,10.3525,14.8,14.8,14.8
0.3398,10.3527,13.1,13.1,13.1
0.358,10.3528,11.1,11.2,11.1
0.3031,10.3705,15.6,15.6,15.6
0.3214,10.3706,14.9,15.0,14.9
0.3396,10.3708,13.5,13.5,13.5
0.3579,10.3709,11.6,11.6,11.6
0.303,10.3885,13.7,13.8,13.7
0.3212,10.3887,13.0,13.1,13.0
0.3395,10.3888,12.6,12.6,12.6
0.3577,10.389,11.9,11.9,11.9
0.1933,10.4057,11.9,11.9,11.9
0.2481,10.4061,12.9,12.9,12.9
0.3028,10.4066,11.9,12.0,11.9
0.3211,10.4067,11.1,11.2,11.1
0.3393,10.4069,10.6,10.7,10.6
0.3576,10.407,10.5,10.5,10.5
0.3758,10.4072,10.7,10.7,10.7
0.1749,10.4236,10.2,10.2,10.2
0.2297,10.424,10.4,10.4,10.4
0.2479,10.4242,11.1,11.1,11.1
0.2662,10.4244,12.0,12.0,12.0
0.2844,10.4245,11.5,11.5,11.5
0.3027,10.4247,10.2,10.3,10.2
0.266,10.4424,10.4,10.4,10.4
0.2843,10.4426,10.1,10.1,10.1
0.7224,10.446,10.3,10.3,10.3
0.7589,10.4463,9.6,9.6,10.0
0.7772,10.4464,9.9,9.9,10.5
0.704,10.4639,10.9,10.9,11.0
0.7223,10.4641,11.1,11.1,11.1
0.7405,10.4642,11.0,11.0,11.0
0.7588,10.4643,11.3,11.3,11.3
0.7771,10.4645,11.8,11.8,12.0
0.6674,10.4818,8.9,8.9,11.1
0.6856,10.4819,10.3,10.3,10.5
0.7769,10.4825,10.1,10.1,10.2
0.6672,10.4998,10.1,10.1,10.1
0.6488,10.5178,10.0,10.0,10.0
0.6303,10.5538,8.5,10.5,10.5
0.5936,10.5716,8.5,10.0,10.0
0.6119,10.5717,7.3,10.9,10.9
0.6302,10.5718,6.5,11.2,11.2
0.5022,10.5889,10.0,10.0,10.0
0.5204,10.5891,10.4,10.4,10.4
0.6117,10.5898,5.7,10.1,10.1
0.63,10.5899,4.6,11.1,11.1
0.6481,10.6081,2.3,10.4,10.4
0.794,10.6453,10.7,10.7,10.7
-0.0647,10.6562,11.4,11.4,11.4
0.7208,10.6629,9.0,10.1,10.1
0.61,10.8067,3.7,10.2,8.4
0.7015,10.8073,8.6,10.7,9.4
0.6099,10.8247,5.5,11.8,9.3
0.6282,10.8249,5.1,11.5,8.1
0.6465,10.825,5.5,11.2,7.2
0.6648,10.8251,6.5,11.3,6.8
0.683,10.8253,6.9,11.7,6.9
0.7013,10.8254,7.6,10.5,7.6
0.5915,10.8427,8.2,10.9,9.7
0.6098,10.8428,7.4,11.3,8.0
0.628,10.8429,6.5,10.8,6.5
0.6463,10.8431,5.3,10.6,5.3
0.6646,10.8432,4.8,10.9,4.8
0.6829,10.8434,5.0,11.3,5.0
0.5913,10.8607,8.9,10.3,8.9
0.8835,10.9171,10.0,10.0,10.0
0.8651,10.9351,8.2,10.5,8.2
0.8834,10.9352,10.2,11.5,10.2
0.8467,10.953,6.2,10.8,6.2
0.865,10.9531,8.2,12.3,8.2
0.8833,10.9533,10.2,13.2,10.2
0.7368,10.9703,5.2,10.6,5.2
0.7551,10.9704,3.2,10.2,3.2
0.81,10.9708,2.8,10.4,2.8
0.8282,10.9709,4.8,11.2,4.8
0.8465,10.9711,6.7,12.3,6.7
0.8648,10.9712,8.6,13.6,8.6
0.8831,10.9713,10.5,14.9,10.5
0.9014,10.9715,12.4,16.0,12.4
0.7366,10.9884,5.6,11.3,5.6
0.7549,10.9885,3.8,12.1,3.8
0.7732,10.9886,2.4,11.9,2.4
0.7915,10.9888,2.3,11.9,2.3
0.8098,10.9889,3.5,12.3,3.5
0.8281,10.989,5.3,13.0,5.3
0.8464,10.9892,7.2,14.0,7.2
0.8647,10.9893,9.1,15.1,9.1
0.883,10.9894,11.0,16.5,11.0
0.9013,10.9895,13.0,17.6,13.0
